airlie_id,flght#,departure_dt,arrival_dt,dep_time,arrivl_time,booking_cd,passngr_nm,seat_no,class,fare,extras,loyalty_pts,status,gate,terminal,baggage_claim,duration_hrs,layovers,layover_locations,aircraft_type,pilot,cabin_crew,inflight_ent,meal_option,wifi,window_seat,aisle_seat,emergency_exit_row,number_of_stops,reward_program_member
17,4770,01-01-2023 16:13,07-07-2023 13:30,22:48:17,10:17:37,BFED,Name_AFJIF,SeatWVX,Economy,810.77,Extra Baggage,0,Pending,GateGV,B,ClaimLNB,6.45,0,LOCXAE,TypeIGA,Pilot_CXZV,Crew_QXID,No,Vegetarian,Not Available,TRUE,TRUE,FALSE,0,Yes
14,1029,28-07-2023 18:37,02-03-2023 01:35,21:58:32,17:19:33,BCMD,Name_MFTQB,SeatMGL,Business,80.54,Meal,0,Confirmed,GateLC,A,ClaimGOP,8.27,1,LOCEDC,TypeLNY,Pilot_VRZL,Crew_IHMI,Yes,Non-Vegetarian,Not Available,TRUE,FALSE,FALSE,1,Yes
4,9958,23-04-2023 14:50,12-06-2023 20:21,19:39:47,09:19:39,BWGS,Name_BJABO,SeatWVQ,First,761.69,Extra Baggage,0,Pending,GateEK,C,ClaimOFL,11.33,1,LOCZTZ,TypeVDO,Pilot_BYRV,Crew_NQLK,No,Vegan,Available,FALSE,FALSE,FALSE,1,No
19,9806,20-09-2023 23:42,15-02-2023 08:09,12:51:18,13:25:36,BKJS,Name_UDHST,SeatMFP,Business,75.68,No Extras,0,Pending,GateOA,B,ClaimIJW,1.64,1,LOCELL,TypeGDM,Pilot_HWSM,Crew_GNRG,No,Non-Vegetarian,Not Available,FALSE,FALSE,TRUE,1,Yes
2,3121,10-04-2023 19:51,06-07-2023 12:16,06:30:19,06:08:11,BSEA,Name_XQGVE,SeatNGR,Business,320.32,No Extras,0,Cancelled,GateRV,B,ClaimRJD,9.26,0,LOCSIK,TypeEOW,Pilot_VNPR,Crew_MYAC,Yes,Vegan,Available,TRUE,TRUE,FALSE,1,No
7,4009,11-08-2023 21:24,02-12-2023 15:49,07:39:37,15:16:41,BZKM,Name_AREYG,SeatSGG,Business,522.97,No Extras,0,Confirmed,GateOD,B,ClaimKZW,7.96,2,LOCSOF,TypeRJA,Pilot_LHNJ,Crew_LYPT,No,Non-Vegetarian,Available,FALSE,TRUE,FALSE,0,Yes
9,4819,13-09-2023 09:18,12-07-2023 20:33,22:15:33,06:14:16,BWHW,Name_NGQMX,SeatQBN,Business,422.61,Extra Baggage,0,Cancelled,GateAO,C,ClaimNKU,7.47,0,LOCGFJ,TypeNLA,Pilot_XLLB,Crew_TAUT,No,No Meal,Available,FALSE,FALSE,TRUE,2,Yes
19,8739,16-12-2023 02:19,09-03-2023 03:12,09:52:37,14:04:32,BPXI,Name_DLRWV,SeatKIG,Economy,184,No Extras,0,Confirmed,GateGU,D,ClaimYXX,1.36,2,LOCGJH,TypeKOT,Pilot_JPNR,Crew_OBOT,No,Vegetarian,Not Available,FALSE,TRUE,TRUE,1,Yes
16,9215,13-04-2023 17:50,13-04-2023 05:36,06:17:25,01:35:49,BDSG,Name_YLYDU,SeatCWX,First,984.05,Extra Baggage,0,Pending,GateXD,D,ClaimQFE,1.41,2,LOCMPU,TypeJOK,Pilot_ZOOG,Crew_EBIO,Yes,Vegan,Available,TRUE,FALSE,TRUE,2,Yes
16,5059,22-05-2023 08:11,11-11-2023 10:26,12:21:56,04:57:42,BLIM,Name_PNUHQ,SeatHRD,First,100.91,Meal,209,Pending,GateKN,C,ClaimDDJ,8.45,2,LOCJBF,TypeDEG,Pilot_WIIP,Crew_KBHI,Yes,No Meal,Not Available,TRUE,FALSE,TRUE,1,No
18,3910,18-11-2023 10:16,23-07-2023 17:40,04:15:06,13:23:27,BLIL,Name_VEBTW,SeatYMP,Economy,699.29,Meal,0,Pending,GateWD,C,ClaimNQJ,2.98,1,LOCUCI,TypeOPV,Pilot_PDLX,Crew_ISVJ,Yes,No Meal,Available,FALSE,TRUE,TRUE,0,Yes
11,2970,07-11-2023 00:01,19-09-2023 09:06,07:46:08,07:06:47,BXPM,Name_BVULQ,SeatUYE,First,801.5,Meal,0,Confirmed,GateEW,C,ClaimEKW,10.16,1,LOCZXV,TypeCPC,Pilot_GWPF,Crew_UYBE,Yes,Vegan,Not Available,TRUE,TRUE,TRUE,0,Yes
7,7655,24-12-2023 02:16,17-09-2023 21:11,21:42:11,14:14:50,BCFN,Name_QHYGY,SeatANE,Business,314.04,Extra Baggage,0,Cancelled,GateZA,D,ClaimLZQ,5.84,2,LOCIIP,TypeXKH,Pilot_UHWO,Crew_LQRR,No,Vegan,Not Available,TRUE,TRUE,TRUE,1,Yes
9,5767,16-06-2023 16:04,29-07-2023 22:58,06:57:45,17:09:45,BBVU,Name_RZZHO,SeatNTK,Business,436.64,Extra Baggage,0,Pending,GateOB,D,ClaimAZW,3.28,0,LOCODT,TypeRFF,Pilot_UAPI,Crew_UOSX,No,Vegan,Available,FALSE,FALSE,FALSE,0,No
4,9762,16-06-2023 03:18,08-03-2023 09:20,07:12:00,19:03:25,BTCP,Name_NPFWW,SeatADS,Economy,129.77,No Extras,0,Cancelled,GatePX,C,ClaimCBQ,10.42,1,LOCZFV,TypeFFJ,Pilot_DNRV,Crew_PQUP,No,No Meal,Available,FALSE,FALSE,FALSE,1,Yes
13,2242,18-04-2023 04:55,27-07-2023 13:23,09:03:56,13:45:02,BHZF,Name_OVDCM,SeatGLM,First,391.56,Extra Baggage,3975,Confirmed,GateEY,D,ClaimVMV,3.37,2,LOCGIR,TypeOUR,Pilot_KLGJ,Crew_GJXH,No,Non-Vegetarian,Not Available,FALSE,FALSE,FALSE,0,No
4,1712,10-02-2023 08:40,08-02-2023 10:42,22:23:28,05:11:29,BYCE,Name_LIELA,SeatYRD,First,380.21,Meal,2896,Confirmed,GateIJ,D,ClaimLBU,7.52,0,LOCYQV,TypeRXB,Pilot_SDTK,Crew_AFST,No,Vegan,Available,TRUE,FALSE,TRUE,1,Yes
19,3866,28-11-2023 13:49,04-04-2023 13:41,10:05:59,14:59:03,BDFB,Name_AXUUB,SeatJXI,First,78.38,No Extras,0,Pending,GateEA,C,ClaimJGY,6.06,0,LOCYMC,TypePXY,Pilot_UYEB,Crew_YIPF,No,Non-Vegetarian,Not Available,TRUE,TRUE,FALSE,0,No
2,7153,20-08-2023 17:32,08-05-2023 06:24,10:40:13,09:27:12,BVCH,Name_HLVQI,SeatUXO,First,300.82,Meal,3419,Cancelled,GateLA,B,ClaimTBC,8.32,2,LOCINF,TypeXSE,Pilot_OBFL,Crew_JUUS,No,Vegetarian,Available,TRUE,TRUE,FALSE,1,Yes
9,6587,04-08-2023 12:33,09-10-2023 04:50,19:20:55,17:31:21,BOJO,Name_LFCVD,SeatONM,Business,931.24,Meal,2675,Cancelled,GateJP,A,ClaimFRS,4.7,2,LOCFXW,TypeUYP,Pilot_CNGD,Crew_JUYW,No,Non-Vegetarian,Available,FALSE,TRUE,TRUE,0,No
12,9827,02-09-2023 14:53,14-10-2023 11:28,19:40:47,15:25:40,BZFL,Name_IMXBC,SeatVBW,First,693.04,Meal,0,Confirmed,GateOT,D,ClaimMDV,4.53,1,LOCRSS,TypeHZE,Pilot_ADMC,Crew_QCFC,No,Non-Vegetarian,Available,FALSE,TRUE,FALSE,1,No
2,8713,18-11-2023 12:40,31-08-2023 05:33,02:29:04,01:52:14,BHWF,Name_OXRZH,SeatJBJ,First,63.98,No Extras,4963,Cancelled,GateUJ,C,ClaimRYX,7.83,0,LOCBHH,TypePXR,Pilot_MMCW,Crew_KYSG,No,Non-Vegetarian,Available,FALSE,FALSE,FALSE,2,No
6,7861,02-09-2023 12:11,26-08-2023 11:34,00:50:48,08:30:32,BYYZ,Name_HUOEH,SeatGJG,Business,542.04,Extra Baggage,0,Pending,GateML,A,ClaimIIC,11.73,0,LOCRLH,TypeHBF,Pilot_OMMO,Crew_NCZW,Yes,Vegan,Available,TRUE,FALSE,FALSE,2,No
5,2297,16-05-2023 13:04,13-04-2023 13:23,10:20:12,23:50:26,BPZO,Name_NGNHQ,SeatAIJ,First,380.88,No Extras,955,Confirmed,GateYT,C,ClaimVHF,11.54,0,LOCOEM,TypeTHX,Pilot_CADU,Crew_TWJY,Yes,Vegan,Not Available,TRUE,FALSE,FALSE,1,No
5,1357,14-10-2023 18:56,08-06-2023 16:35,19:20:56,22:16:15,BTOH,Name_WGRMY,SeatZOM,Business,985.53,No Extras,0,Cancelled,GateNK,B,ClaimFJT,1.67,2,LOCOIL,TypeMTA,Pilot_PDTT,Crew_RSBY,Yes,No Meal,Available,FALSE,FALSE,TRUE,1,Yes
5,6102,31-08-2023 04:09,23-05-2023 12:23,21:26:29,12:56:54,BSNU,Name_LOMPO,SeatYVW,Economy,951.21,Meal,0,Cancelled,GatePG,A,ClaimFWE,7.37,1,LOCAYL,TypeWKP,Pilot_YIXD,Crew_HGCS,No,Vegetarian,Available,FALSE,TRUE,FALSE,1,Yes
4,1240,05-02-2023 17:45,27-12-2023 17:28,04:26:40,14:36:25,BPLC,Name_FHNOF,SeatCNK,Business,702.18,Meal,0,Confirmed,GateTD,D,ClaimYOP,1.22,2,LOCHSA,TypeSCM,Pilot_LABY,Crew_KUBH,No,No Meal,Not Available,TRUE,FALSE,FALSE,0,No
9,7854,22-02-2023 08:25,23-01-2023 11:14,12:40:54,02:54:59,BZTE,Name_GSBDT,SeatXSV,Business,67.45,No Extras,0,Cancelled,GateMU,C,ClaimEBU,8.65,0,LOCDXT,TypeLDL,Pilot_DHJD,Crew_TIVE,No,Vegan,Not Available,FALSE,TRUE,TRUE,2,No
10,2826,13-01-2023 00:00,19-08-2023 08:42,20:58:16,18:23:21,BMOH,Name_LMLMO,SeatHNM,Business,189.75,Meal,890,Pending,GateSB,A,ClaimHED,8.92,2,LOCGNH,TypeBHY,Pilot_FIEO,Crew_NJMC,Yes,Vegan,Available,FALSE,TRUE,TRUE,2,No
16,9115,05-11-2023 14:05,25-01-2023 07:53,07:05:34,22:20:02,BNZO,Name_UOWNC,SeatPBX,Business,771.8,Extra Baggage,0,Pending,GateJG,C,ClaimCYN,3.31,0,LOCNJB,TypeLES,Pilot_LACG,Crew_TNON,No,Vegetarian,Available,FALSE,FALSE,TRUE,0,Yes
10,4558,01-06-2023 12:46,12-12-2023 22:16,12:17:01,19:13:13,BXSH,Name_VHXYL,SeatEUH,Economy,621.63,Extra Baggage,0,Confirmed,GateIR,A,ClaimUOI,8.6,1,LOCBIX,TypeEYO,Pilot_LJDM,Crew_EGSW,Yes,No Meal,Available,FALSE,TRUE,FALSE,2,Yes
10,4860,21-06-2023 02:20,08-06-2023 10:55,03:42:19,13:25:41,BJMD,Name_RTAGV,SeatBKS,Economy,271.28,Extra Baggage,0,Cancelled,GateSX,D,ClaimMBC,1.92,1,LOCUSU,TypeNLI,Pilot_JEPG,Crew_IMGY,No,Vegetarian,Available,TRUE,TRUE,FALSE,2,Yes
19,5447,14-01-2023 07:29,31-07-2023 07:34,09:48:26,23:54:28,BKBS,Name_NSUSZ,SeatIMI,Economy,152.78,Extra Baggage,0,Pending,GateEA,A,ClaimFRH,2.51,0,LOCBJG,TypeNPD,Pilot_AUVH,Crew_RZWR,Yes,Vegetarian,Available,FALSE,FALSE,TRUE,2,No
10,5139,08-08-2023 05:59,03-11-2023 23:33,22:19:19,17:19:01,BXUR,Name_LGHKH,SeatISQ,Economy,397.95,No Extras,0,Confirmed,GateVQ,B,ClaimFPX,6.67,1,LOCLPS,TypeOKK,Pilot_CRCY,Crew_KPHO,Yes,Non-Vegetarian,Available,FALSE,FALSE,FALSE,2,Yes
6,1137,09-03-2023 08:36,04-10-2023 15:31,16:08:54,22:04:48,BWUF,Name_PIIDK,SeatPWA,Economy,882.82,Meal,0,Confirmed,GateTT,D,ClaimBWC,5.03,2,LOCWPL,TypeBYR,Pilot_GEIC,Crew_PCPN,No,Vegetarian,Available,TRUE,TRUE,TRUE,1,Yes
17,4734,17-09-2023 00:39,26-10-2023 06:32,03:27:39,08:23:06,BNRK,Name_JUIEC,SeatJFC,Business,562.02,Extra Baggage,4618,Confirmed,GateTP,B,ClaimKEX,11.28,2,LOCTMS,TypeRSO,Pilot_MQLV,Crew_NBEE,Yes,Vegan,Available,TRUE,TRUE,FALSE,1,No
5,2967,15-09-2023 00:24,28-06-2023 11:34,19:55:17,20:07:19,BGOA,Name_MPIHX,SeatSOW,Business,327.09,Meal,2330,Pending,GateKY,A,ClaimQAJ,7.77,2,LOCEZN,TypeDRW,Pilot_ORUP,Crew_KNQL,No,Vegetarian,Available,TRUE,FALSE,FALSE,0,Yes
6,7579,13-12-2023 01:26,07-03-2023 04:02,03:23:28,14:04:54,BZJU,Name_FBFSR,SeatQHY,First,134.55,Meal,0,Pending,GateCO,A,ClaimQPY,8.56,2,LOCTKH,TypeCDJ,Pilot_MTKZ,Crew_FOIP,No,No Meal,Not Available,TRUE,TRUE,TRUE,0,Yes
15,5849,02-08-2023 06:16,03-11-2023 23:01,14:52:26,04:30:15,BIWP,Name_FXGTX,SeatVXF,Economy,221.96,No Extras,0,Cancelled,GateKX,B,ClaimKBD,10.11,2,LOCDND,TypeLON,Pilot_YYDH,Crew_GHMR,No,Non-Vegetarian,Available,TRUE,FALSE,TRUE,0,No
19,9334,24-08-2023 10:48,20-09-2023 23:36,16:06:31,00:48:40,BPYY,Name_XWBDP,SeatTLA,First,446.13,No Extras,0,Confirmed,GateAC,C,ClaimGUV,10.05,0,LOCIWQ,TypeNNX,Pilot_ANEN,Crew_LGBF,Yes,Vegetarian,Not Available,FALSE,FALSE,FALSE,1,Yes
18,8167,22-11-2023 16:04,06-05-2023 11:23,21:49:31,09:17:02,BQXL,Name_CGCGK,SeatDGB,Business,769.55,Extra Baggage,0,Confirmed,GateMB,A,ClaimWZN,9.46,0,LOCSLM,TypeBCT,Pilot_NAMZ,Crew_UCCZ,Yes,No Meal,Available,FALSE,FALSE,FALSE,1,No
4,6942,23-09-2023 22:08,03-06-2023 12:05,01:37:56,01:45:28,BGBC,Name_PPXNP,SeatXKI,Business,510.84,Extra Baggage,2388,Cancelled,GateNB,C,ClaimMTY,8.95,1,LOCMEO,TypeRFA,Pilot_ANVD,Crew_YNLS,No,Vegetarian,Not Available,TRUE,TRUE,TRUE,2,No
8,8466,13-02-2023 06:56,11-10-2023 15:12,18:36:51,16:25:19,BFSH,Name_TGYWB,SeatALH,Economy,497.47,Meal,0,Pending,GateBX,A,ClaimFAZ,9.71,0,LOCAOD,TypeSIO,Pilot_PRBE,Crew_FLGI,No,Vegan,Available,FALSE,TRUE,TRUE,0,No
16,7405,21-10-2023 23:42,05-11-2023 20:25,22:01:56,07:43:18,BDGD,Name_IEJKV,SeatMZS,Business,314.29,No Extras,2632,Pending,GateOS,C,ClaimYNZ,1.65,1,LOCXVG,TypeOHN,Pilot_UTIV,Crew_JEUH,Yes,No Meal,Available,TRUE,FALSE,TRUE,2,No
19,6515,01-07-2023 05:34,21-05-2023 12:53,07:23:56,10:09:39,BRGX,Name_RJNWI,SeatTFU,First,287.61,No Extras,3437,Pending,GateYQ,D,ClaimXOZ,7.57,0,LOCEYS,TypeXHX,Pilot_VXHP,Crew_LMLF,Yes,Vegetarian,Not Available,FALSE,FALSE,FALSE,2,Yes
3,9051,27-12-2023 05:21,13-03-2023 08:18,08:36:18,17:50:46,BAEJ,Name_BIUQE,SeatDVW,Business,688.22,Meal,685,Cancelled,GateFR,B,ClaimSNJ,8.59,2,LOCLKH,TypeDBC,Pilot_PYLR,Crew_IEGA,No,No Meal,Not Available,FALSE,FALSE,FALSE,2,Yes
10,3019,21-09-2023 18:56,15-08-2023 00:46,16:14:27,22:12:53,BNXA,Name_NRXSI,SeatYKL,Business,728.19,No Extras,4637,Pending,GateGZ,D,ClaimGMM,5.84,0,LOCAXA,TypeXWM,Pilot_PFJF,Crew_YXES,No,Non-Vegetarian,Available,TRUE,FALSE,FALSE,0,No
2,7174,14-12-2023 00:13,08-03-2023 16:34,06:59:51,16:49:14,BLSB,Name_UCZQD,SeatIBY,First,963.63,Meal,2747,Pending,GateXH,B,ClaimFQX,9.95,1,LOCSIK,TypeDWX,Pilot_YLZT,Crew_CGFW,Yes,Vegan,Not Available,FALSE,FALSE,FALSE,0,Yes
4,8092,27-04-2023 13:25,04-10-2023 15:52,07:28:21,13:28:35,BNCS,Name_GCIUN,SeatLPP,Economy,904.57,Meal,2956,Pending,GateIM,C,ClaimWEO,8.76,2,LOCOXZ,TypeAGD,Pilot_MNPW,Crew_KHXV,No,Vegetarian,Not Available,TRUE,FALSE,TRUE,1,Yes
6,3849,06-11-2023 03:28,24-10-2023 22:01,03:08:49,01:41:51,BCMQ,Name_LFWJN,SeatDRH,First,606.35,No Extras,0,Cancelled,GateWF,D,ClaimLMH,1.89,0,LOCJEW,TypeUDS,Pilot_KTUD,Crew_LMMM,No,No Meal,Available,FALSE,TRUE,TRUE,2,No
11,2192,08-07-2023 13:02,10-05-2023 11:30,05:34:16,03:01:59,BCNB,Name_URCPK,SeatDMR,Economy,630.56,No Extras,0,Confirmed,GateXH,B,ClaimBDU,10.07,1,LOCCFE,TypeZVQ,Pilot_PICJ,Crew_SIGZ,Yes,Vegetarian,Not Available,FALSE,TRUE,FALSE,0,No
14,3355,03-08-2023 16:30,13-07-2023 18:36,23:12:23,23:03:21,BMIJ,Name_MINOS,SeatCYF,Economy,421.89,Extra Baggage,0,Confirmed,GateZG,C,ClaimYCC,4.86,2,LOCWKI,TypeLZJ,Pilot_KYTV,Crew_EPCT,No,Vegetarian,Available,TRUE,TRUE,FALSE,2,No
16,3506,17-02-2023 04:33,12-04-2023 21:18,07:47:05,15:32:06,BHVG,Name_BXMXW,SeatZJE,Economy,974.46,Meal,0,Pending,GateJH,D,ClaimKTJ,6.17,2,LOCCSQ,TypePKI,Pilot_HLKB,Crew_TKHV,No,Vegan,Available,FALSE,TRUE,TRUE,2,Yes
19,1333,28-09-2023 01:04,04-08-2023 14:45,03:01:35,21:38:31,BAWH,Name_RBCNZ,SeatOLG,Business,920.93,No Extras,0,Confirmed,GateOL,A,ClaimWQL,4.52,2,LOCIAE,TypeDJP,Pilot_TMBY,Crew_RONH,No,No Meal,Not Available,TRUE,FALSE,TRUE,2,No
2,3562,05-10-2023 18:27,31-10-2023 20:59,02:35:32,07:40:17,BHFW,Name_ALEST,SeatPBK,First,90.2,Extra Baggage,3612,Pending,GatePF,B,ClaimBDL,10.61,0,LOCHCP,TypeZOD,Pilot_FSRK,Crew_JUBD,No,Vegan,Available,TRUE,TRUE,FALSE,0,No
17,2795,27-09-2023 03:21,05-11-2023 18:48,22:14:36,19:41:39,BRDX,Name_IWGCG,SeatYJO,Business,403.51,Meal,3162,Pending,GateCK,B,ClaimYIQ,5.28,0,LOCRPF,TypeFCS,Pilot_WJCS,Crew_FSTT,No,No Meal,Not Available,FALSE,FALSE,FALSE,0,No
9,1253,20-12-2023 16:57,27-04-2023 21:50,01:18:02,17:22:10,BKTX,Name_OYKZY,SeatYZZ,First,431.04,Extra Baggage,522,Confirmed,GateDY,B,ClaimFYC,11.2,0,LOCURX,TypePSO,Pilot_TQOP,Crew_QXEM,Yes,Vegan,Available,FALSE,TRUE,FALSE,0,Yes
17,4657,01-03-2023 15:19,11-04-2023 14:18,20:47:11,21:07:49,BZPL,Name_JAICF,SeatXRF,Business,305.75,Extra Baggage,4183,Cancelled,GateOE,A,ClaimWCX,10.8,2,LOCXSO,TypeUDB,Pilot_FUKM,Crew_MCHY,Yes,Vegetarian,Not Available,TRUE,FALSE,FALSE,0,Yes
15,8502,12-08-2023 15:47,22-01-2023 08:44,00:10:13,00:53:21,BDIA,Name_RDSFA,SeatTSC,Economy,468.72,Meal,0,Pending,GateXP,B,ClaimVQP,7.03,2,LOCXBW,TypeDMV,Pilot_ZHXH,Crew_VEVA,Yes,No Meal,Not Available,TRUE,FALSE,FALSE,2,No
7,4237,03-02-2023 07:44,29-12-2023 02:39,16:46:31,01:56:38,BFAV,Name_DAQDU,SeatYDH,First,478.22,Extra Baggage,0,Pending,GateFH,A,ClaimIZO,4.64,2,LOCHNR,TypePNY,Pilot_HHON,Crew_BFKJ,Yes,Non-Vegetarian,Not Available,FALSE,FALSE,FALSE,2,Yes
19,4331,11-01-2023 08:28,19-03-2023 02:09,22:56:03,07:24:23,BTXH,Name_GHCLS,SeatAJL,First,788.06,Extra Baggage,0,Confirmed,GateUS,A,ClaimIOF,1.6,2,LOCKYX,TypeGTS,Pilot_XHYT,Crew_SMDX,No,Non-Vegetarian,Not Available,TRUE,FALSE,TRUE,0,Yes
3,2027,12-05-2023 07:23,31-07-2023 16:11,17:04:57,10:34:59,BMYW,Name_JTFRF,SeatTXH,First,914.79,Meal,2030,Pending,GateZJ,D,ClaimGQD,1.31,2,LOCWUU,TypeYLF,Pilot_EEZJ,Crew_AKIZ,No,Non-Vegetarian,Not Available,FALSE,TRUE,TRUE,0,Yes
1,3166,17-11-2023 08:21,02-09-2023 23:18,04:51:59,04:37:54,BXSZ,Name_VREKG,SeatPZU,Business,551.37,Meal,0,Cancelled,GateLL,C,ClaimVFJ,10.32,2,LOCKBZ,TypeVTY,Pilot_RSBE,Crew_ETLB,Yes,Vegan,Available,FALSE,FALSE,FALSE,2,No
4,1469,08-10-2023 11:13,19-05-2023 09:29,04:30:02,01:56:00,BTDV,Name_ICWSL,SeatGYS,Economy,294.24,No Extras,0,Cancelled,GateBD,A,ClaimNRY,7.87,0,LOCKUA,TypeFSK,Pilot_QSAI,Crew_CDLH,Yes,Vegan,Available,TRUE,FALSE,FALSE,1,No
18,8660,10-07-2023 13:50,09-02-2023 08:30,05:34:43,10:41:46,BGYZ,Name_ROTXE,SeatCKH,First,559.06,Extra Baggage,1729,Cancelled,GateCJ,A,ClaimMOF,4.16,2,LOCKKE,TypeTYA,Pilot_KLGH,Crew_EZOR,Yes,Non-Vegetarian,Not Available,FALSE,TRUE,FALSE,2,Yes
8,8905,11-04-2023 19:50,10-09-2023 11:49,12:02:02,19:09:19,BVRJ,Name_HVLQS,SeatTCK,Economy,219.03,Meal,0,Cancelled,GateHP,A,ClaimXNJ,3.08,1,LOCNSX,TypeSFX,Pilot_LKZC,Crew_MBFC,No,Vegan,Not Available,TRUE,FALSE,TRUE,1,Yes
19,6983,03-07-2023 14:06,16-11-2023 04:57,02:46:53,21:21:34,BZWO,Name_XNPOD,SeatZYL,Business,383.55,Meal,0,Pending,GateMD,A,ClaimNDM,1.73,0,LOCKVZ,TypeBKJ,Pilot_EWLK,Crew_FEPN,No,Vegetarian,Not Available,TRUE,TRUE,TRUE,2,No
6,2093,11-01-2023 20:08,26-05-2023 20:27,19:53:25,00:58:19,BMZY,Name_RHEQH,SeatJJN,First,558.31,Meal,210,Pending,GateMT,C,ClaimQFP,5.67,2,LOCEJQ,TypeHTR,Pilot_MBKK,Crew_DKTV,Yes,Non-Vegetarian,Available,TRUE,TRUE,FALSE,1,No
1,5789,12-07-2023 16:01,30-03-2023 15:42,17:09:23,06:49:17,BXTR,Name_MIXNQ,SeatLJH,Business,954.16,Extra Baggage,4555,Pending,GateBK,A,ClaimUIH,4.85,0,LOCZDM,TypeLSM,Pilot_HINU,Crew_OQGT,No,Vegetarian,Not Available,FALSE,TRUE,FALSE,1,No
8,3912,22-11-2023 02:07,30-09-2023 12:37,07:35:41,12:44:14,BXVL,Name_VFGAX,SeatMVT,Business,495.45,No Extras,0,Confirmed,GateNE,D,ClaimESQ,5.85,0,LOCWRZ,TypeFRR,Pilot_VYOA,Crew_CQRO,No,Vegan,Not Available,TRUE,FALSE,FALSE,1,No
1,6489,27-06-2023 09:16,09-09-2023 12:06,03:00:19,06:05:52,BOHK,Name_DTKJM,SeatOQN,First,59.67,Meal,2434,Cancelled,GateVU,C,ClaimVTQ,6.42,1,LOCRED,TypeZHD,Pilot_KWUY,Crew_HFRL,No,Vegetarian,Available,TRUE,TRUE,TRUE,0,Yes
19,1180,18-02-2023 17:51,26-02-2023 01:31,10:12:41,22:59:23,BYCX,Name_TVMVF,SeatHTB,Business,154.64,No Extras,0,Cancelled,GateGS,C,ClaimBYH,8.07,1,LOCEGH,TypeDGW,Pilot_JIZI,Crew_YXRN,No,Vegan,Not Available,TRUE,TRUE,TRUE,2,Yes
11,5142,18-09-2023 17:50,26-12-2023 07:46,15:00:07,23:00:33,BNZH,Name_RULBF,SeatFNZ,First,428.85,No Extras,0,Confirmed,GateBV,C,ClaimCDY,4.71,0,LOCBGS,TypeXEK,Pilot_BDXV,Crew_QYWI,Yes,No Meal,Available,TRUE,TRUE,TRUE,0,No
15,4623,23-05-2023 22:34,23-03-2023 09:20,08:06:13,05:47:03,BUFU,Name_GVCKZ,SeatAWY,Business,210.53,No Extras,0,Cancelled,GateAT,C,ClaimEZW,1.4,1,LOCTWB,TypeDWF,Pilot_WSFM,Crew_KDSL,Yes,Vegan,Not Available,FALSE,TRUE,TRUE,0,Yes
11,5729,10-01-2023 22:04,14-01-2023 18:03,00:00:56,09:05:01,BVAZ,Name_ZUINK,SeatFEC,Business,357.07,No Extras,0,Cancelled,GateBH,B,ClaimKCI,6.22,0,LOCJQY,TypeHLX,Pilot_AMZF,Crew_JOAV,No,No Meal,Available,TRUE,FALSE,FALSE,0,Yes
19,6259,19-11-2023 13:35,11-11-2023 12:20,14:33:09,18:10:36,BJZB,Name_FSOYN,SeatZGB,First,877.59,No Extras,2154,Confirmed,GateMD,D,ClaimHSG,7.13,0,LOCWON,TypeACR,Pilot_SGLM,Crew_JXTZ,No,Vegetarian,Available,TRUE,FALSE,TRUE,1,Yes
10,9029,09-05-2023 04:11,31-05-2023 12:13,07:28:40,05:39:34,BHNA,Name_LMELQ,SeatQPB,Economy,704.03,Meal,4712,Pending,GateVF,A,ClaimHFD,3.59,0,LOCQTN,TypeMIF,Pilot_BUAO,Crew_GGYT,Yes,Vegan,Not Available,FALSE,TRUE,FALSE,1,Yes
12,5684,29-05-2023 09:11,03-04-2023 10:19,17:21:07,17:55:41,BYGA,Name_ZSCRR,SeatTLT,Business,654.14,Extra Baggage,4702,Pending,GateCS,D,ClaimBSE,4.52,0,LOCHYV,TypeUGR,Pilot_ATKX,Crew_BPUA,No,Vegetarian,Available,TRUE,TRUE,FALSE,1,Yes
1,8854,17-03-2023 06:04,08-08-2023 16:08,17:44:57,11:38:56,BERQ,Name_ICZKT,SeatPRP,Economy,423.57,Extra Baggage,3232,Confirmed,GateZS,B,ClaimWCO,8.85,0,LOCPIR,TypeIMU,Pilot_BPWX,Crew_OGGZ,Yes,No Meal,Available,FALSE,FALSE,TRUE,2,No
7,4632,19-02-2023 10:00,19-09-2023 12:57,19:52:12,16:51:10,BQMU,Name_POFZI,SeatTEX,Business,782.74,Meal,0,Cancelled,GateVJ,D,ClaimWFU,5.55,2,LOCVPK,TypeIKX,Pilot_WOGZ,Crew_CSCA,No,Vegetarian,Available,TRUE,FALSE,FALSE,0,Yes
17,6973,25-06-2023 06:28,12-07-2023 19:55,09:16:27,07:24:28,BDUV,Name_ANSCV,SeatUQK,Economy,998.54,No Extras,0,Pending,GateII,C,ClaimPTE,5.92,1,LOCZWT,TypeBWH,Pilot_IOVD,Crew_SGBC,No,Vegan,Not Available,TRUE,FALSE,TRUE,1,No
10,7417,22-02-2023 07:34,30-04-2023 02:53,04:27:21,00:20:00,BPQR,Name_IIEYF,SeatNJW,Economy,366.53,Meal,0,Cancelled,GatePV,A,ClaimQBY,8.08,1,LOCQJY,TypeRDW,Pilot_WYKL,Crew_MJSX,No,No Meal,Not Available,TRUE,TRUE,TRUE,0,No
